Toll Name,Fee Effective Date,Ca/Jeep/Van,LCV,Bus Truck,Up To 3 Axle,Four To Six,HCM,Seven Or More,Revision Date
Kurali (Behrampur),01-Sep-2019          ,50.00;70.00;1440.00;NA,85.00;125.00;2525.00;NA,170.00 ;250.00;5050.00;NA,270.00 ;405.00;8115.00;NA,270.00 ;405.00;8115.00;NA,270.00 ;405.00;8115.00;NA,270.00 ;405.00;8115.00;NA,31-Aug-20
Dappar,01-Sep-2019          ,40.00;60.00;1180.00;20.00,70.00;105.00;2065.00;35.00,140.00 ;205.00;4130.00;70.00,220.00 ;330.00;6640.00;110.00,220.00 ;330.00;6640.00;110.00,295.00 ;445.00;8850.00;150.00,220.00 ;330.00;6640.00;110.00,31-Aug-20
Ladpalwan,01-Apr-2020          ,110.00;165.00;3645.00;NA,170.00;250.00;5610.00;NA,340.00 ;515.00;11410.00;NA,520.00 ;780.00;17310.00;NA,520.00 ;780.00;17310.00;NA,520.00 ;780.00;17310.00;NA,675.00 ;1010.00;22430.00;NA,31-Mar-21
Chollang,01-Apr-21,90.00;135.00;2990.00;45.00,145.00;215.00;4825.00;70.00,305.00 ;455.00;10110.00;150.00,330.00 ;495.00;11030.00;165.00,475.00 ;715.00;15855.00;240.00,475.00 ;715.00;15855.00;240.00,580.00 ;870.00;19305.00;290.00,
Badbar,01-Apr-2020          ,85.00;130.00;2890.00;45.00,140.00;210.00;4670.00;70.00,295.00 ;440.00;9780.00;145.00,320.00 ;480.00;10670.00;160.00,460.00 ;690.00;15335.00;230.00,460.00 ;690.00;15335.00;230.00,560.00 ;840.00;18670.00;280.00,31-Mar-21
Bachhuan,01-Apr-21,55.00;85.00;1860.00;30.00,90.00;135.00;3000.00;45.00,190.00 ;285.00;6290.00;95.00,205.00 ;310.00;6860.00;105.00,295.00 ;445.00;9860.00;150.00,295.00 ;445.00;9860.00;150.00,360.00 ;540.00;12005.00;180.00,
Chandimandir,01-Sep-2019          ,30.00;45.00;930.00;NA,55.00;80.00;1625.00;NA,110.00 ;160.00;3245.00;NA,175.00 ;260.00;5220.00;NA,175.00 ;260.00;5220.00;NA,175.00 ;260.00;5220.00;NA,175.00 ;260.00;5220.00;NA,31-Aug-20
Azizpur,01-Apr-21,35.00;55.00;1240.00;20.00,60.00;90.00;2000.00;30.00,125.00 ;190.00;4190.00;65.00,135.00 ;205.00;4570.00;70.00,195.00 ;295.00;6570.00;100.00,195.00 ;295.00;6570.00;100.00,240.00 ;360.00;8000.00;120.00,
Dhilwan,01-Sep-2019          ,25.00;40.00;825.00;15.00,50.00;70.00;1440.00;25.00,95.00 ;145.00;2885.00;50.00,155.00 ;230.00;4635.00;75.00,155.00 ;230.00;4635.00;75.00,205.00 ;310.00;6180.00;105.00,155.00 ;230.00;4635.00;75.00,31-Aug-20
Sergarh,01-Apr-2019          ,60.00;90.00;1990.00;30.00,95.00;145.00;3215.00;50.00,200.00 ;305.00;6735.00;100.00,220.00 ;330.00;7345.00;110.00,315.00 ;475.00;10560.00;160.00,315.00 ;475.00;10560.00;160.00,385.00 ;580.00;12855.00;195.00,31-Mar-20
Panikholi,01-Apr-2019          ,85.00;130.00;2840.00;45.00,140.00;205.00;4585.00;70.00,290.00 ;435.00;9610.00;145.00,315.00 ;470.00;10485.00;155.00,450.00 ;680.00;15075.00;225.00,450.00 ;680.00;15075.00;225.00,550.00 ;825.00;18350.00;275.00,31-Mar-20
Srirampur,01-Apr-21,130.00;190.00;4265.00;65.00,205.00;310.00;6890.00;105.00,435.00 ;650.00;14440.00;215.00,475.00 ;710.00;15755.00;235.00,680.00 ;1020.00;22645.00;340.00,680.00 ;1020.00;22645.00;340.00,825.00 ;1240.00;27570.00;415.00,
Khamar,16-Oct-2020          ,50.00;75.00;1650.00;25.00,80.00;120.00;2670.00;40.00,170.00 ;250.00;5590.00;85.00,185.00 ;275.00;6100.00;90.00,265.00 ;395.00;8765.00;130.00,265.00 ;395.00;8765.00;130.00,320.00 ;480.00;10675.00;160.00,31-Mar-21
Paat Sahanipur (Pipli),01-Apr-21,115.00;175.00;3875.00;NA,180.00;270.00;6050.00;NA,370.00 ;555.00;12345.00;NA,570.00 ;850.00;18935.00;NA,570.00 ;850.00;18935.00;NA,570.00 ;850.00;18935.00;NA,725.00 ;1085.00;24115.00;NA,
Hasanpur (Sainkul),01-Apr-21,75.00;110.00;2500.00;35.00,120.00;180.00;4035.00;60.00,255.00 ;380.00;8460.00;125.00,275.00 ;415.00;9225.00;140.00,400.00 ;595.00;13265.00;200.00,400.00 ;595.00;13265.00;200.00,485.00 ;725.00;16150.00;240.00,
Gurapalli,01-Apr-2020          ,85.00;125.00;2765.00;40.00,135.00;200.00;4465.00;65.00,280.00 ;420.00;9355.00;140.00,305.00 ;460.00;10205.00;155.00,440.00 ;660.00;14670.00;220.00,440.00 ;660.00;14670.00;220.00,535.00 ;805.00;17860.00;270.00,31-Mar-21
Manguli,01-Apr-21,125.00;185.00;4110.00;NA,195.00;290.00;6470.00;NA,400.00 ;600.00;13350.00;NA,620.00 ;930.00;20610.00;NA,620.00 ;930.00;20610.00;NA,620.00 ;930.00;20610.00;NA,775.00 ;1165.00;25880.00;NA,
Khantaghar (Dhenkikote),01-Apr-21,50.00;70.00;1590.00;25.00,75.00;115.00;2570.00;40.00,160.00 ;240.00;5390.00;80.00,175.00 ;265.00;5880.00;90.00,255.00 ;380.00;8450.00;125.00,255.00 ;380.00;8450.00;125.00,310.00 ;465.00;10285.00;155.00,
Pasyih,01-Apr-21,30.00;45.00;965.00;25.00,45.00;70.00;1555.00;25.00,100.00 ;145.00;3260.00;50.00,105.00 ;160.00;3560.00;55.00,155.00 ;230.00;5115.00;75.00,155.00 ;230.00;5115.00;75.00,185.00 ;280.00;6230.00;95.00,
Gudipada (Old Gangapada),01-Apr-2020          ,75.00;110.00;2425.00;35.00,115.00;175.00;3915.00;60.00,245.00 ;370.00;8200.00;125.00,270.00 ;405.00;8950.00;135.00,385.00 ;580.00;12865.00;195.00,385.00 ;580.00;12865.00;195.00,470.00 ;705.00;15660.00;235.00,31-Mar-21
Pahammawlein,01-Apr-21,80.00;120.00;2675.00;40.00,130.00;195.00;4325.00;65.00,270.00 ;410.00;9060.00;135.00,295.00 ;445.00;9885.00;150.00,425.00 ;640.00;14210.00;215.00,425.00 ;640.00;14210.00;215.00,520.00 ;780.00;17295.00;260.00,
Lomshinong,01-Apr-21,50.00;75.00;1650.00;25.00,80.00;120.00;2665.00;40.00,170.00 ;250.00;5590.00;85.00,185.00 ;275.00;6095.00;90.00,265.00 ;395.00;8765.00;130.00,265.00 ;395.00;8765.00;130.00,320.00 ;480.00;10670.00;160.00,
Deingpasoh,01-Apr-21,55.00;80.00;1790.00;25.00,85.00;130.00;2890.00;45.00,180.00 ;270.00;6050.00;90.00,200.00 ;295.00;6600.00;100.00,285.00 ;425.00;9490.00;140.00,285.00 ;425.00;9490.00;140.00,345.00 ;520.00;11550.00;175.00,
Yedeshi,01-Apr-2019          ,50.00;75.00;1685.00;25.00,80.00;120.00;2720.00;40.00,170.00 ;255.00;5700.00;85.00,185.00 ;280.00;6215.00;95.00,270.00 ;400.00;8935.00;135.00,270.00 ;400.00;8935.00;135.00,325.00 ;490.00;10880.00;165.00,31-Mar-20
Banajodi (Padmapur),01-Apr-21,75.00;115.00;2560.00;40.00,125.00;185.00;4140.00;60.00,260.00 ;390.00;8670.00;130.00,285.00 ;425.00;9460.00;140.00,410.00 ;610.00;13595.00;205.00,410.00 ;610.00;13595.00;205.00,495.00 ;745.00;16555.00;250.00,
Varwade,01-Apr-2019          ,60.00;90.00;1950.00;NA,95.00;140.00;3145.00;NA,200.00 ;295.00;6595.00;NA,310.00 ;465.00;10340.00;NA,310.00 ;465.00;10340.00;NA,310.00 ;465.00;10340.00;NA,380.00 ;565.00;12585.00;NA,31-Mar-20
Wadakbal (MoRTH),01-Apr-2014          ,5.00;7.50;150.00,10.00;15.00;300.00,15.00 ;22.50;300.00,15.00 ;22.50;450.00,,,,31-Mar-15
Baragarh (Barhaguda),01-Apr-2020          ,130.00;190.00;4270.00;NA,205.00;305.00;6780.00;NA,420.00 ;630.00;14055.00;NA,655.00 ;980.00;21795.00;NA,655.00 ;980.00;21795.00;NA,655.00 ;980.00;21795.00;NA,815.00 ;1220.00;27115.00;NA,31-Mar-21
Behram,01-Apr-21,90.00;135.00;2960.00;45.00,145.00;215.00;4785.00;70.00,300.00 ;450.00;10025.00;150.00,330.00 ;490.00;10935.00;165.00,470.00 ;705.00;15720.00;235.00,470.00 ;705.00;15720.00;235.00,575.00 ;860.00;19140.00;285.00,
Tasawade,01-Jul-2019          ,75.00;NA;NA;40.00,135.00;NA;NA;65.00,265.00 ;NA;NA;135.00,,,,,30-Jun-20
Tiwasa (MoRTH),10-Jun-2014          ,10.00;15.00;300.00,10.00;15.00;300.00,35.00 ;52.00;1050.00,35.00 ;52.00;1050.00,,,,01-Apr-15
Talmod,03-Feb-2020          ,50.00;75.00;1695.00;25.00,80.00;125.00;2735.00;40.00,170.00 ;260.00;5735.00;85.00,190.00 ;280.00;6255.00;95.00,270.00 ;405.00;8995.00;130.00,270.00 ;405.00;8995.00;130.00,330.00 ;495.00;10950.00;165.00,31-Mar-20
WEPL Mathani,01-Apr-2019          ,50.00;80.00;1745.00;25.00,85.00;125.00;2820.00;40.00,175.00 ;265.00;5915.00;90.00,195.00 ;290.00;6450.00;95.00,280.00 ;415.00;9275.00;140.00,280.00 ;415.00;9275.00;140.00,340.00 ;510.00;11290.00;170.00,31-Mar-20
Tamalwadi,01-Apr-2019          ,60.00;90.00;1950.00;30.00,95.00;140.00;3150.00;45.00,200.00 ;295.00;6600.00;100.00,215.00 ;325.00;7200.00;110.00,310.00 ;465.00;10355.00;155.00,310.00 ;465.00;10355.00;155.00,380.00 ;565.00;12605.00;190.00,31-Mar-20
Shirpur,01-Apr-21,110.00;165.00;3650.00;NA,170.00;255.00;5695.00;NA,350.00 ;525.00;11680.00;NA,535.00 ;805.00;17890.00;NA,535.00 ;805.00;17890.00;NA,535.00 ;805.00;17890.00;NA,685.00 ;1025.00;22780.00;NA,
Sendurwafa,01-Sep-2019          ,80.00;120.00;2425.00;NA,140.00;210.00;4240.00;NA,285.00 ;425.00;8480.00;NA,455.00 ;680.00;13630.00;NA,455.00 ;680.00;13630.00;NA,455.00 ;680.00;13630.00;NA,455.00 ;680.00;13630.00;NA,31-Aug-20
Songir,01-Apr-21,70.00;105.00;2320.00;NA,110.00;165.00;3645.00;NA,225.00 ;340.00;7510.00;NA,345.00 ;520.00;11570.00;NA,345.00 ;520.00;11570.00;NA,345.00 ;520.00;11570.00;NA,440.00 ;655.00;14585.00;NA,
Savitri (MoRTH),29-Dec-2014          ,5.00;7.50;150.00,5.00;7.50;150.00,15.00 ;22.50;450.00,20.00 ;30.00;600.00,,,,01-Apr-15
Patas,01-Apr-21,75.00;115.00;2575.00;NA,125.00;185.00;4160.00;NA,260.00 ;390.00;8715.00;NA,410.00 ;615.00;13665.00;NA,410.00 ;615.00;13665.00;NA,410.00 ;615.00;13665.00;NA,500.00 ;750.00;16635.00;NA,
Pargaon,01-Apr-21,65.00;100.00;2240.00;35.00,110.00;165.00;3620.00;55.00,230.00 ;340.00;7585.00;115.00,250.00 ;370.00;8275.00;125.00,355.00 ;535.00;11895.00;180.00,355.00 ;535.00;11895.00;180.00,435.00 ;650.00;14480.00;215.00,
Nashirabad (MoRTH),26-Nov-2012          ,10.00;15.00;300.00;NA,10.00;15.00;300.00;NA,30.00 ;45.00;900.00;NA,40.00 ;60.00;1200.00;NA,,,,01-Apr-14
Sardewadi / Indapur,01-Apr-21,80.00;120.00;2610.00;NA,125.00;185.00;4110.00;NA,255.00 ;380.00;8475.00;NA,390.00 ;590.00;13065.00;NA,390.00 ;590.00;13065.00;NA,390.00 ;590.00;13065.00;NA,495.00 ;740.00;16440.00;NA,
Nandgaon Peth,01-Apr-21,105.00;155.00;3425.00;NA,160.00;240.00;5370.00;NA,330.00 ;495.00;11055.00;NA,510.00 ;765.00;17020.00;NA,510.00 ;765.00;17020.00;NA,510.00 ;765.00;17020.00;NA,645.00 ;965.00;21485.00;NA,
Padalshingi,01-Apr-21,95.00;140.00;3100.00;45.00,150.00;225.00;5005.00;75.00,315.00 ;470.00;10490.00;155.00,345.00 ;515.00;11445.00;170.00,495.00 ;740.00;16450.00;245.00,495.00 ;740.00;16450.00;245.00,600.00 ;900.00;20025.00;300.00,
Moshi (MoRTH),30-Jun-2014          ,25.00;37.50;750.00,43.00;64.50;1290.00,85.00 ;127.50;2550.00,182.00 ;273.00;5460.00,,,,01-Jul-15
Sawaleshwar,01-Apr-2019          ,60.00;90.00;1950.00;NA,95.00;140.00;3145.00;NA,200.00 ;295.00;6595.00;NA,310.00 ;465.00;10340.00;NA,310.00 ;465.00;10340.00;NA,310.00 ;465.00;10340.00;NA,380.00 ;565.00;12585.00;NA,31-Mar-20
Mansar (Kamptee - Kanhan Bypass)/ Tekadi,01-Apr-2019          ,130.00;195.00;4295.00;NA,200.00;300.00;6640.00;NA,405.00 ;605.00;13440.00;NA,615.00 ;920.00;20490.00;NA,615.00 ;920.00;20490.00;NA,615.00 ;920.00;20490.00;NA,,31-Mar-20
Laling (Dhule),01-Jul-20,135.00;NA;NA;35.00,235.00;NA;NA;60.00,470.00 ;NA;NA;115.00,755.00 ;NA;NA;190.00,755.00 ;NA;NA;190.00,755.00 ;NA;NA;190.00,755.00 ;NA;NA;190.00,
Phulwadi,03-Feb-2020          ,50.00;75.00;1610.00;25.00,80.00;115.00;2605.00;40.00,165.00 ;245.00;5455.00;80.00,180.00 ;270.00;5950.00;90.00,255.00 ;385.00;8550.00;130.00,255.00 ;385.00;8550.00;130.00,310.00 ;470.00;10410.00;155.00,31-Mar-20
Kini,01-Jul-2019          ,75.00;NA;NA;40.00,135.00;NA;NA;65.00,265.00 ;NA;NA;135.00,,,,,30-Jun-20
Khedshivapur,01-Apr-21,100.00;150.00;3325.00;NA,160.00;240.00;5370.00;NA,340.00 ;505.00;11250.00;NA,530.00 ;795.00;17640.00;NA,530.00 ;795.00;17640.00;NA,530.00 ;795.00;17640.00;NA,645.00 ;965.00;21475.00;NA,
Nardana (MoRTH),18-Nov-2014          ,8.00;12.00;240.00,8.00;12.00;240.00,25.00 ;37.50;750.00,30.00 ;45.00;900.00,80.00 ;120.00;2400.00,,,01-Apr-15
Kharpada (MoRTH),13-Jul-2014          ,10.00;15.00;300.00,30.00;45.00;900.00,30.00 ;75.00;1500.00,50.00 ;75.00;1500.00,,,,01-Apr-15
Kharegaon (MoRTH),01-Jan-2011          ,29.00;43.50;870.00;NA,51.00;76.50;1530.00;25.50,103.00 ;154.50;3090.00;51.50,220.00 ;330.00;6600.00;110.00,,,,13-May-16
Kelapur,01-Apr-2020          ,90.00;135.00;2965.00;45.00,145.00;215.00;4790.00;70.00,300.00 ;450.00;10030.00;150.00,330.00 ;490.00;10945.00;165.00,470.00 ;710.00;15730.00;235.00,470.00 ;710.00;15730.00;235.00,575.00 ;860.00;19150.00;285.00,31-Mar-21
Kawdipath (MoRTH),10-Mar-2014          ,25.00;37.50;750.00,25.00;37.50;750.00,60.00 ;90.00;1800.00,60.00 ;90.00;1800.00,,,,31-Mar-16
Kasurdi (MoRTH),10-Mar-2014          ,25.00;37.50;750.00,25.00;37.50;750.00,60.00 ;90.00;1800.00,60.00 ;90.00;1800.00,,,,31-Mar-16
Kardha (MoRTH),12-Aug-2013          ,21.00;32.00;945.00,21.00;32.00;945.00,106.00 ;159.00;4770.00,169.00 ;254.00;7605.00,,,,31-Mar-14
Karanja (Ghadge),01-Sep-20,55.00;85.00;1695.00;30.00,100.00;150.00;2965.00;50.00,200.00 ;295.00;5925.00;100.00,315.00 ;475.00;9525.00;160.00,315.00 ;475.00;9525.00;160.00,425.00 ;635.00;12700.00;210.00,315.00 ;475.00;9525.00;160.00,
Husnapur,01-Apr-2020          ,85.00;130.00;2865.00;45.00,140.00;210.00;4625.00;70.00,290.00 ;435.00;9695.00;145.00,315.00 ;475.00;10575.00;160.00,455.00 ;685.00;15205.00;230.00,455.00 ;685.00;15205.00;230.00,555.00 ;835.00;18510.00;280.00,31-Mar-21
Selu Ambu,29-Dec-2020          ,35.00;55.00;1250.00;20.00,60.00;90.00;2015.00;30.00,125.00 ;190.00;4225.00;65.00,140.00 ;205.00;4605.00;70.00,200.00 ;300.00;6620.00;100.00,200.00 ;300.00;6620.00;100.00,240.00 ;365.00;8060.00;120.00,01-Apr-21
Gondhkhairi/ Kondhali,01-Apr-21,45.00;70.00;1385.00;25.00,80.00;120.00;2420.00;40.00,160.00 ;240.00;4840.00;80.00,260.00 ;390.00;7775.00;130.00,260.00 ;390.00;7775.00;130.00,345.00 ;520.00;10370.00;175.00,260.00 ;390.00;7775.00;130.00,
Ghoti,01-Jul-20,110.00;NA;NA;30.00,195.00;NA;NA;50.00,390.00 ;NA;NA;100.00,630.00 ;NA;NA;155.00,630.00 ;NA;NA;155.00,630.00 ;NA;NA;155.00,630.00 ;NA;NA;155.00,
Fekri (MoRTH),01-Jul-2009          ,10.00;15.00;300.00;300.00,10.00;15.00;300.00;300.00,35.00 ;52.50;1050.00;900.00,45.00 ;67.50;1350.00;1350.00,,,,21-Sep-16
Dumberwadi,01-Apr-21,45.00;70.00;1580.00;25.00,75.00;115.00;2555.00;40.00,160.00 ;240.00;5350.00;80.00,175.00 ;265.00;5835.00;90.00,250.00 ;375.00;8385.00;125.00,250.00 ;375.00;8385.00;125.00,305.00 ;460.00;10210.00;155.00,
Hivargaon Pavsa,01-Apr-21,85.00;130.00;2865.00;45.00,140.00;210.00;4630.00;70.00,290.00 ;435.00;9705.00;145.00,320.00 ;475.00;10585.00;160.00,455.00 ;685.00;15215.00;230.00,455.00 ;685.00;15215.00;230.00,555.00 ;835.00;18525.00;280.00,
Chandwad,01-Jul-20,135.00;NA;NA;35.00,235.00;NA;NA;60.00,470.00 ;NA;NA;115.00,755.00 ;NA;NA;190.00,755.00 ;NA;NA;190.00,755.00 ;NA;NA;190.00,755.00 ;NA;NA;190.00,
Chandloi/ Rajgurunagar (MoRTH),30-Jun-2014          ,25.00;37.50;750.00,43.00;64.50;1290.00,85.00 ;127.50;2550.00,182.00 ;273.00;5460.00,,,,01-Jul-14
Chalakwadi,01-Apr-21,45.00;70.00;1570.00;25.00,75.00;115.00;2535.00;40.00,160.00 ;240.00;5315.00;80.00,175.00 ;260.00;5800.00;85.00,250.00 ;375.00;8335.00;125.00,250.00 ;375.00;8335.00;125.00,305.00 ;455.00;10145.00;150.00,
Kharbi,01-Apr-21,30.00;45.00;1000.00;15.00,50.00;75.00;1620.00;25.00,100.00 ;155.00;3390.00;50.00,110.00 ;165.00;3700.00;55.00,160.00 ;240.00;5320.00;80.00,160.00 ;240.00;5320.00;80.00,195.00 ;290.00;6475.00;95.00,
Dhoki,01-Apr-21,40.00;55.00;1255.00;20.00,60.00;90.00;2025.00;30.00,125.00 ;190.00;4245.00;65.00,140.00 ;210.00;4630.00;70.00,200.00 ;300.00;6655.00;100.00,200.00 ;300.00;6655.00;100.00,245.00 ;365.00;8100.00;120.00,
Borkhedi (Nagpur ByPass),01-Apr-2019          ,125.00;185.00;4090.00;NA,190.00;285.00;6330.00;NA,385.00 ;575.00;12820.00;NA,585.00 ;880.00;19560.00;NA,585.00 ;880.00;19560.00;NA,585.00 ;880.00;19560.00;NA,755.00 ;1135.00;25200.00;NA,31-Mar-20
Bhokarwadi Maliwadi,01-Apr-21,90.00;135.00;3030.00;45.00,145.00;220.00;4895.00;75.00,310.00 ;460.00;10255.00;155.00,335.00 ;505.00;11190.00;170.00,485.00 ;725.00;16085.00;240.00,485.00 ;725.00;16085.00;240.00,585.00 ;880.00;19580.00;295.00,
Bhamb,23-Sep-2020          ,90.00;135.00;3030.00;45.00,145.00;220.00;4895.00;75.00,310.00 ;460.00;10255.00;155.00,335.00 ;505.00;11190.00;170.00,485.00 ;725.00;16085.00;240.00,485.00 ;725.00;16085.00;240.00,585.00 ;860.00;19580.00;295.00,31-Mar-21
Baswant (Pimplegaon),01-Apr-21,150.00;225.00;5020.00;75.00,245.00;365.00;8110.00;120.00,510.00 ;765.00;16995.00;255.00,555.00 ;835.00;18540.00;280.00,800.00 ;1200.00;26655.00;400.00,800.00 ;1200.00;26655.00;400.00,975.00 ;1460.00;32450.00;485.00,
Anewadi,01-Apr-21,70.00;105.00;2305.00;NA,110.00;170.00;3725.00;NA,235.00 ;350.00;7805.00;NA,365.00 ;550.00;12240.00;NA,365.00 ;550.00;12240.00;NA,365.00 ;550.00;12240.00;NA,445.00 ;670.00;14905.00;NA,
Titarpani,01-Apr-2019          ,90.00;135.00;2980.00;45.00,145.00;215.00;4820.00;70.00,305.00 ;455.00;10095.00;150.00,330.00 ;495.00;11010.00;165.00,475.00 ;710.00;15830.00;235.00,475.00 ;710.00;15830.00;235.00,580.00 ;865.00;19270.00;290.00,31-Mar-20
Arjunali,01-Jul-20,110.00;NA;NA;30.00,195.00;NA;NA;50.00,390.00 ;NA;NA;100.00,630.00 ;NA;NA;155.00,630.00 ;NA;NA;155.00,630.00 ;NA;NA;155.00,630.00 ;NA;NA;155.00,
Sonvarsaa,01-Apr-2020          ,25.00;40.00;910.00;15.00,45.00;65.00;1470.00;20.00,90.00 ;140.00;3075.00;45.00,100.00 ;150.00;3355.00;50.00,145.00 ;215.00;4825.00;70.00,145.00 ;215.00;4825.00;70.00,175.00 ;265.00;5875.00;90.00,01-Apr-21
Sonvay (Indore - Khalghat),01-Sep-20,30.00;45.00;925.00;15.00,55.00;80.00;1620.00;25.00,110.00 ;160.00;3240.00;55.00,175.00 ;260.00;5205.00;85.00,175.00 ;260.00;5205.00;85.00,230.00 ;345.00;6940.00;115.00,,
Haladgaon,01-Apr-2020          ,70.00;105.00;2360.00;35.00,115.00;170.00;3815.00;55.00,240.00 ;360.00;7990.00;120.00,260.00 ;390.00;8715.00;130.00,375.00 ;565.00;12530.00;190.00,375.00 ;565.00;12530.00;190.00,460.00 ;685.00;15255.00;230.00,31-Mar-21
Shahdol,01-Apr-21,40.00;60.00;1390.00;20.00,65.00;100.00;2245.00;35.00,140.00 ;210.00;4700.00;70.00,155.00 ;230.00;5125.00;75.00,220.00 ;330.00;7370.00;110.00,220.00 ;330.00;7370.00;110.00,270.00 ;405.00;8975.00;135.00,
Sehatganj,01-Apr-21,45.00;65.00;1470.00;20.00,70.00;105.00;2375.00;35.00,150.00 ;225.00;4980.00;75.00,165.00 ;245.00;5435.00;80.00,235.00 ;350.00;7810.00;115.00,235.00 ;350.00;7810.00;115.00,285.00 ;430.00;9510.00;145.00,
Sonkacch,01-Apr-21,70.00;105.00;2385.00;35.00,115.00;175.00;3855.00;60.00,240.00 ;365.00;8080.00;120.00,265.00 ;395.00;8810.00;130.00,380.00 ;570.00;12665.00;190.00,380.00 ;570.00;12665.00;190.00,465.00 ;695.00;15420.00;230.00,
Daroda,01-Apr-2020          ,90.00;135.00;2965.00;45.00,145.00;215.00;4790.00;70.00,300.00 ;450.00;10030.00;150.00,330.00 ;490.00;10945.00;165.00,470.00 ;710.00;15730.00;235.00,470.00 ;710.00;15730.00;235.00,575.00 ;860.00;19150.00;285.00,31-Mar-21
Purankhedi,01-Apr-21,115.00;170.00;3785.00;55.00,185.00;275.00;6110.00;90.00,385.00 ;575.00;12805.00;190.00,420.00 ;630.00;13970.00;210.00,600.00 ;905.00;20080.00;300.00,600.00 ;905.00;20080.00;300.00,735.00 ;1100.00;24445.00;365.00,
Saliwada,01-Apr-2020          ,30.00;40.00;945.00;15.00,45.00;70.00;1525.00;25.00,95.00 ;145.00;3190.00;50.00,105.00 ;155.00;3480.00;50.00,150.00 ;225.00;5005.00;75.00,,185.00 ;275.00;6090.00;90.00,01-Apr-21
Rojwas,01-Apr-21,120.00;175.00;3935.00;60.00,190.00;285.00;6355.00;95.00,400.00 ;600.00;13315.00;200.00,435.00 ;655.00;14525.00;220.00,625.00 ;940.00;20885.00;315.00,625.00 ;940.00;20885.00;315.00,765.00 ;1145.00;25425.00;380.00,
Parvati Bridge (MoRTH),31-Mar-1992          ,5.00;7.50;NA;NA,5.00;7.50;NA;NA,15.00 ;22.50;NA;NA,15.00 ;22.50;NA;NA,15.00 ;22.50;NA;NA,15.00 ;22.50;NA;NA,20.00 ;30.00;NA;NA,31-Mar-15
Panihaar,01-Apr-21,65.00;100.00;2185.00;35.00,105.00;160.00;3525.00;55.00,220.00 ;330.00;7390.00;110.00,240.00 ;365.00;8060.00;120.00,350.00 ;520.00;11585.00;175.00,350.00 ;520.00;11585.00;175.00,425.00 ;635.00;14105.00;210.00,
Ashiv,01-Apr-2020          ,60.00;90.00;2045.00;30.00,100.00;150.00;3305.00;50.00,210.00 ;310.00;6930.00;105.00,225.00 ;340.00;7560.00;115.00,325.00 ;490.00;10865.00;165.00,325.00 ;490.00;10865.00;165.00,395.00 ;595.00;13225.00;200.00,31-Mar-21
Patanswangi,01-Apr-2019          ,85.00;125.00;2750.00;40.00,135.00;200.00;4445.00;65.00,280.00 ;420.00;9310.00;140.00,305.00 ;455.00;10160.00;150.00,440.00 ;655.00;14600.00;220.00,440.00 ;655.00;14600.00;220.00,535.00 ;800.00;17775.00;265.00,31-Mar-20
Pandutala,01-Apr-2020          ,75.00;110.00;2490.00;35.00,120.00;180.00;4025.00;60.00,255.00 ;380.00;8435.00;125.00,275.00 ;415.00;9200.00;140.00,395.00 ;595.00;13230.00;200.00,395.00 ;595.00;13230.00;200.00,485.00 ;725.00;16105.00;240.00,01-Apr-21
Mudkhera,01-Apr-21,80.00;125.00;2730.00;40.00,130.00;200.00;4405.00;65.00,275.00 ;415.00;9235.00;140.00,300.00 ;455.00;10075.00;150.00,435.00 ;650.00;14480.00;215.00,435.00 ;650.00;14480.00;215.00,530.00 ;795.00;17630.00;265.00,
Pathoroundi,01-Apr-21,40.00;55.00;1275.00;20.00,60.00;95.00;2060.00;30.00,130.00 ;195.00;4320.00;65.00,140.00 ;210.00;4710.00;70.00,205.00 ;305.00;6770.00;100.00,205.00 ;305.00;6770.00;100.00,245.00 ;370.00;8245.00;125.00,
Mohtara,01-Apr-2020          ,100.00;155.00;3410.00;50.00,165.00;250.00;5510.00;85.00,345.00 ;520.00;11540.00;175.00,380.00 ;565.00;12590.00;190.00,545.00 ;815.00;18095.00;270.00,545.00 ;815.00;18095.00;270.00,660.00 ;990.00;22030.00;330.00,01-Apr-21
Milanpur,01-Apr-2019          ,80.00;125.00;2735.00;40.00,130.00;200.00;4415.00;65.00,275.00 ;415.00;9250.00;140.00,305.00 ;455.00;10090.00;150.00,435.00 ;655.00;14505.00;220.00,435.00 ;655.00;14505.00;220.00,530.00 ;795.00;17660.00;265.00,31-Mar-20
Badewadi,01-Apr-21,40.00;60.00;1305.00;20.00,65.00;95.00;2105.00;30.00,130.00 ;200.00;4410.00;65.00,145.00 ;215.00;4810.00;70.00,205.00 ;310.00;6915.00;105.00,205.00 ;310.00;6915.00;105.00,255.00 ;380.00;8415.00;125.00,
Pagara,01-Apr-21,70.00;105.00;2330.00;35.00,115.00;170.00;3765.00;55.00,235.00 ;355.00;7885.00;120.00,260.00 ;385.00;8605.00;130.00,370.00 ;555.00;12370.00;185.00,370.00 ;555.00;12370.00;185.00,450.00 ;680.00;15055.00;225.00,
Methwada,01-Apr-21,135.00;205.00;4550.00;NA,215.00;320.00;7100.00;NA,435.00 ;655.00;14555.00;NA,670.00 ;1005.00;22310.00;NA,670.00 ;1005.00;22310.00;NA,670.00 ;1005.00;22310.00;NA,850.00 ;1280.00;28390.00;NA,
